text,label,source
This paper introduces an innovative approach to color face recognition based on quaternion matrices. Using such matrices allows us to represent facial images better than traditional real numbers. First this method uses deep CNNs to extract features; then it applies regression using quaternion matrices to map those features into a compact yet discriminative representation. Performance is evaluated against multiple public datasets and results show this method performs significantly better than leading methods using real valued matrices. Results show effectiveness of this new method for recognition and suggest it has practical value for vision tasks and biometrics.,1,AI
"This study examines how to improve visual place recognition using Network based methods through the use of Filter Early Match Late (FEML). In this approach we apply a filter step before performing matching to reduce the number of comparisons needed. This is done by training a Convolutional Neural Network to estimate likelihood that two images will match. Then these filtered images are compared using an algorithm based on descriptors. Results show significant improvement over previous methods using the RobotCar Seasons dataset. Results also indicate robust performance independent of lighting, weather and season. The paper also reveals insights into the workings of FEML which show that filters focus on key regions such as edges and facades that contain relevant information for VPR. Insights like this can help to guide future work. Overall, results show effectiveness of using FEML for Network based VPR and also provide insight into core mechanisms behind the approach.",1,AI
"This paper looks at optimized broadcast algorithms for deep learning tasks on clusters with many GPUs connected by InfiniBand networks. Comparing two widely used libraries, MPI and NCCL, researchers evaluate latency and throughput. Results indicate NCCL excels both in latency and throughput over MPI, so they recommend NCCL as preferable choice for deep learning. Authors stress that optimization of broadcast algorithms is important for high performance; NCCL performs well for these kinds of tasks.",1,AI
This paper investigates design of mechanisms that maximize auction revenue using auctions that distribute items proportionally but not exactly proportional. These auctions are common in fields like telecom and transport because bidders have different budgets and sometimes different values for the same thing. This paper introduces a new mechanism which considers both budgets and values of bidders while also maximizing revenue for auction organizers. Performance of this mechanism is assessed through simulation and compared to other methods in the literature. Results show that proposed mechanism excels in revenue and efficiency compared to other mechanisms. In conclusion the paper discusses practical implications for designing auction mechanisms.,1,AI
"This work introduces a new method for producing high quality synthesis via separation of underlying factors of variation. The proposed method seeks to resolve shortcomings of current synthesis approaches by separating those latent factors and generating new samples based on an improved representation that is easier to understand and control. Results from experiments show the effectiveness of this new method for synthesis quality and factor separation performance compared to leading methods on selected benchmarks. Results here advance toward better controllable and understandable synthesis methods which have future promise in diverse fields including graphics, music and speech synthesis, and data augmentation.",1,AI
"Since the 1990s, there have been significant advances in the technology space and the e-Commerce area, leading to an exponential increase in demand for cashless payment solutions. This has led to increased demand for credit cards, bringing along with it the possibility of higher credit defaults and hence higher delinquency rates, over a period of time. The purpose of this research paper is to build a contemporary credit scoring model to forecast credit defaults for unsecured lending (credit cards), by employing machine learning techniques. As much of the customer payments data available to lenders, for forecasting Credit defaults, is imbalanced (skewed), on account of a limited subset of default instances, this poses a challenge for predictive modelling. In this research, this challenge is addressed by deploying Synthetic Minority Oversampling Technique (SMOTE), a proven technique to iron out such imbalances, from a given dataset. On running the research dataset through seven different machine learning models, the results indicate that the Light Gradient Boosting Machine (LGBM) Classifier model outperforms the other six classification techniques. Thus, our research indicates that the LGBM classifier model is better equipped to deliver higher learning speeds, better efficiencies and manage larger data volumes. We expect that deployment of this model will enable better and timely prediction of credit defaults for decision-makers in commercial lending institutions and banks.",0,Human
"Deployment of 5G wireless communication systems has become essential for a wide array of applications like IoT, autonomous driving and smart cities. To exploit full potential of 5G we need high speed, low latency and reliability for wireless connectivity. Millimeter wave (mm wave) frequency use is one promising way to meet these goals. However propagation characteristics of mm waves differ significantly from lower frequency bands and thus pose major design challenges. This paper reports experimental studies of propagation at small scale, within local areas and transitional zones. We conducted this study in an urban setting using a custom mm wave testbed in 28 GHz band. Results measured included path loss, delay spread and angular spread under different scenarios like clear line of sight, not clear line of sight and transitional scenarios. Study showed that propagation characteristics of mm waves vary greatly by environment and scenario; customized antennas and beam forming design are needed to achieve reliable communication. LOS environments are generally good for mm wave propagation but NLOS and transitional conditions cause high attenuation and scattering. Overall this work offers important insight into propagation characteristics for 5G communication at small scales and local areas and highlights need for further research and development to overcome obstacles and ensure reliable deployment across diverse environments.",1,AI
"There has been a remarkable increase in the data exchange over web and the widespread use of digital media. As a result, multimedia data transfers also had a boost up. The mounting interest with reference to digital watermarking throughout the last decade is certainly due to the increase in the need of copyright protection of digital content. This is also enhanced due to commercial prospective. Applications of video watermarking in copy control, broadcast monitoring, fingerprinting, video authentication, copyright protection etc is immensely rising. The main aspects of information hiding are capacity, security and robustness. Capacity deals with the amount of information that can be hidden. The skill of anyone detecting the information is security and robustness refers to the resistance to modification of the cover content before concealed information is destroyed. Video watermarking algorithms normally prefers robustness. In a robust algorithm it is not possible to eliminate the watermark without rigorous degradation of the cover content. In this paper, we introduce the notion of Video Watermarking and the features required to design a robust watermarked video for a valuable application. We review several algorithms, and introduce frequently used key techniques. The aim of this paper is to focus on the various domains of video watermarking techniques. The majority of the reviewed methods based on video watermarking emphasize on the notion of robustness of the algorithm.",0,Human
"This paper introduces a new method for preserving privacy in image annotation called CPAR, short for Cloud Assisted Privacy Preservation via Randomized KD Forest. Authors are concerned about privacy issues arising from embedding sensitive personal information into images and their corresponding annotations. They introduce an annotation system relying on cloud services and use KD forest as a data structure to securely store and process these annotations. This system allows users to annotate images while keeping sensitive details secret from cloud providers. Experiments show that this CPAR method offers strong privacy protection and performs better than competing methods regarding accuracy and efficiency.",1,AI
"We have designed, fabricated, and successfully tested a prototype mixed-signal, 28x28-binary-input, 10-output, 3-layer neuromorphic network (""MLP perceptron""). It is based on embedded nonvolatile floating-gate cell arrays redesigned from a commercial 180-nm NOR flash memory. The arrays allow precise (~1%) individual tuning of all memory cells, having long-term analog-level retention and low noise. Each array performs a very fast and energy-efficient analog vector-by-matrix multiplication, which is the bottleneck for signal propagation in most neuromorphic networks. All functional components of the prototype circuit, including 2 synaptic arrays with 101,780 floating-gate synaptic cells, 74 analog neurons, and the peripheral circuitry for weight adjustment and I/O operations, have a total area below 1 mm^2. Its testing on the common MNIST benchmark set (at this stage, with a relatively low weight import precision) has shown a classification fidelity of 94.65%, close to the 96.2% obtained in simulation. The classification of one pattern takes less than 1 us time and ~20 nJ energy - both numbers much better than for digital implementations of the same task. Estimates show that this performance may be further improved using a better neuron design and a more advanced memory technology, leading to a >10^2 advantage in speed and a >10^4 advantage in energy efficiency over the state-of-the-art purely digital (GPU and custom) circuits, at classification of large, complex patterns.",0,Human
"This paper studies link prediction methods using graphs to forecast relationships among human phenotypes and genes. Phenotypes refer to observable physical or biochemical characteristics of individuals whereas genes encode for these traits. Relationships between phenotypes and genes tend to be complicated and hard to predict; better understanding of these relationships could offer important clues regarding development and treatment of genetic illnesses. Using data from public databases such as those on gene phenotype association and protein interaction, a heterogeneous graph is built. Different graph based methods for link prediction are then applied to this graph to find new relationships among phenotypes and genes; they include methods based on node similarity, path length and matrix factorization. Performance of various methods is assessed using cross validation and other common metrics. Results indicate that graph methods effectively predict new links among phenotypes and genes and performance can also be enhanced by combining multiple methods. Overall, the paper shows promise that graph methods are good predictors for relationships among human phenotypes and genes and provides a useful way forward for future research. Results might lead to new drug development and greater insight into genetics of human traits.",1,AI
"This paper introduces a new method for learning Lie algebras from unlabelled data pairs. Learning Lie algebras has received much attention in mathematics, but existing approaches require labelled data or strong structural assumptions. This study proposes an algorithm based on deep neural networks which learns Lie algebras using data pairs without any requirement of labels or strong assumptions. It employs a combination of unsupervised and supervised learning to learn the structure of Lie algebra and evaluates performance on various datasets to validate effectiveness. Results indicate that the proposed method excels in both accuracy and efficiency over previous methods and also shows promise for use in diverse areas that rely on learning Lie algebras like computer graphics and robotics.",1,AI
"We consider the numerical stability of the parameter recovery problem in Linear Structural Equation Model ($\LSEM$) of causal inference. A long line of work starting from Wright (1920) has focused on understanding which sub-classes of $\LSEM$ allow for efficient parameter recovery. Despite decades of study, this question is not yet fully resolved. The goal of this paper is complementary to this line of work; we want to understand the stability of the recovery problem in the cases when efficient recovery is possible. Numerical stability of Pearl's notion of causality was first studied in Schulman and Srivastava (2016) using the concept of condition number where they provide ill-conditioned examples. In this work, we provide a condition number analysis for the $\LSEM$. First we prove that under a sufficient condition, for a certain sub-class of $\LSEM$ that are \emph{bow-free} (Brito and Pearl (2002)), the parameter recovery is stable. We further prove that \emph{randomly} chosen input parameters for this family satisfy the condition with a substantial probability. Hence for this family, on a large subset of parameter space, recovery is numerically stable. Next we construct an example of $\LSEM$ on four vertices with \emph{unbounded} condition number. We then corroborate our theoretical findings via simulations as well as real-world experiments for a sociology application. Finally, we provide a general heuristic for estimating the condition number of any $\LSEM$ instance.",0,Human
"Cybercrime markets support the development and diffusion of new attack technologies, vulnerability exploits, and malware. Whereas the revenue streams of cyber attackers have been studied multiple times in the literature, no quantitative account currently exists on the economics of attack acquisition and deployment. Yet, this understanding is critical to characterize the production of (traded) exploits, the economy that drives it, and its effects on the overall attack scenario. In this paper we provide an empirical investigation of the economics of vulnerability exploitation, and the effects of market factors on likelihood of exploit. Our data is collected first-handedly from a prominent Russian cybercrime market where the trading of the most active attack tools reported by the security industry happens. Our findings reveal that exploits in the underground are priced similarly or above vulnerabilities in legitimate bug-hunting programs, and that the refresh cycle of exploits is slower than currently often assumed. On the other hand, cybercriminals are becoming faster at introducing selected vulnerabilities, and the market is in clear expansion both in terms of players, traded exploits, and exploit pricing. We then evaluate the effects of these market variables on likelihood of attack realization, and find strong evidence of the correlation between market activity and exploit deployment. We discuss implications on vulnerability metrics, economics, and exploit measurement.",0,Human
"We consider finite horizon reach-avoid problems for discrete time stochastic systems. Our goal is to construct upper bound functions for the reach-avoid probability by means of tractable convex optimization problems. We achieve this by restricting attention to the span of Gaussian radial basis functions and imposing structural assumptions on the transition kernel of the stochastic processes as well as the target and safe sets of the reach-avoid problem. In particular, we require the kernel to be written as a Gaussian mixture density with each mean of the distribution being affine in the current state and input and the target and safe sets to be written as intersections of quadratic inequalities. Taking advantage of these structural assumptions, we formulate a recursion of semidefinite programs where each step provides an upper bound to the value function of the reach- avoid problem. The upper bounds provide a performance metric to which any suboptimal control policy can be compared, and can themselves be used to construct suboptimal control policies. We illustrate via numerical examples that even if the resulting bounds are conservative, the associated control policies achieve higher reach-avoid probabilities than heuristic controllers for problems of large state-input space dimensions (more than 20). The results presented in this paper, far exceed the limits of current approximation methods for reach-avoid problems in the specific class of stochastic systems considered.",0,Human
"This study investigates allocation of locally generated electricity among renewable energy communities. It examines current methods of energy distribution and the challenges these communities face regarding storage and distribution of power. Research also considers potential for distributed energy systems where production and consumption occur within the same community; these systems can improve energy efficiency and decrease reliance on central power grids. Also discussed are roles of government policy and regulation in fostering renewable energy communities and advantages like enhanced energy security, lower emissions and stronger local economies. Results of study show these communities have great potential to reshape the energy landscape and contribute to a more sustainable future. However, effective policies and regulation are necessary to promote growth and development of such communities.",1,AI
This paper investigates the importance of using an appropriate method for decolorizing images that are relevant to perception when performing scene classification. Performance evaluation shows that decolorization has a significant effect on recognition performance and comparison to traditional methods of converting to grayscale. Results indicate that proposed method based on perceptual relevance outperforms traditional grayscale conversion methods in terms of accuracy. Results also highlight that preserving perceptual relevance during decolorization is important for successful classification. Research findings emphasize consideration of human visual systems in image processing and point to perceptual relevance as a promising way to improve classification performance.,1,AI
"This paper looks at weaknesses in ML systems when faced with image scaling attacks and suggests a new way to defend against them. Attacks manipulate size and resolution of images to confuse ML systems into classifying them incorrectly. The paper also investigates various vulnerabilities that attackers might exploit like dependency on input, masking gradients and attacks that invert models. Then they propose a new defense mechanism involving adding carefully selected adversarial samples to the input data that could reduce success of scaling attacks. Experiments show this defense works well using different benchmark datasets. In summary, results point out the significance of understanding interactions among vulnerabilities and present a new approach to reducing effect of image scaling attacks.",1,AI
"In Federated Learning (FL), a strong global model is collaboratively learned by aggregating the clients' locally trained models. Although this allows no need to access clients' data directly, the global model's convergence often suffers from data heterogeneity. This paper suggests that forgetting could be the bottleneck of global convergence. We observe that fitting on biased local distribution shifts the feature on global distribution and results in forgetting of global knowledge. We consider this phenomenon as an analogy to Continual Learning, which also faces catastrophic forgetting when fitted on the new task distribution. Based on our findings, we hypothesize that tackling down the forgetting in local training relives the data heterogeneity problem. To this end, we propose a simple yet effective framework Federated Local Self-Distillation (FedLSD), which utilizes the global knowledge on locally available data. By following the global perspective on local data, FedLSD encourages the learned features to preserve global knowledge and have consistent views across local models, thus improving convergence without compromising data privacy. Under our framework, we further extend FedLSD to FedLS-NTD, which only considers the not-true class signals to compensate noisy prediction of the global model. We validate that both FedLSD and FedLS-NTD significantly improve the performance in standard FL benchmarks in various setups, especially in the extreme data heterogeneity cases.",0,Human
"This paper introduces a new way to access secondary spectrum with requirements based on Signal to Interference plus Noise Ratio (SINR). Using transformations of constraints, this allows better use of spectrum resource. This proposed method is tested using simulations and compared to other conventional methods by means of serving users and spectrum efficiency. Results indicate significant improvement for secondary spectrum access and show promise for practical deployment. Insights from this work are important for researchers and practitioners in spectrum management and suggest opportunities for future work focusing on optimizing spectrum access with SINR criteria.",1,AI
"This paper introduces a pipeline for automatically extracting statistical reports and experimental conditions directly from scientific papers using machine learning. The pipeline includes three major parts: a preprocessing module, a module that extracts statistics reports and an extraction module for experimental conditions. Preprocessing cleans and organizes raw text from scientific papers; statistical report extraction identifies and retrieves reports; experimental condition extraction module then isolates experimental conditions related to identified statistical reports. Evaluation of this pipeline using data sets of papers results in high precision and recall. Proposed pipeline greatly assists automation of key information extraction from papers, thereby enhancing efficiency in scientific research.",1,AI
"Floating point arithmetic is very common in scientific computing and engineering applications. But because of imprecisions in floating point arithmetic, there are errors in numerical algorithms. This can be especially dangerous in safety critical systems. Researchers have therefore proposed many different ways to formally verify correctness of floating point algorithms. This paper introduces a formal framework for real sound compilation which is a technique that generates code for numerical algorithms which preserve their semantics precisely. This framework relies on semantics of IEEE 754 floating point arithmetic and combines program analysis with type theory and verification methods to ensure correctness. We show efficacy of our framework by using it on several numerical algorithms such as matrix multiplication and linear solvers and showing that generated code is both correct and efficient. Our method introduces a new tool for developing verified numerical software that can be used in safety critical systems.",1,AI
"We propose NormalGAN, a fast adversarial learning-based method to reconstruct the complete and detailed 3D human from a single RGB-D image. Given a single front-view RGB-D image, NormalGAN performs two steps: front-view RGB-D rectification and back-view RGBD inference. The final model was then generated by simply combining the front-view and back-view RGB-D information. However, inferring backview RGB-D image with high-quality geometric details and plausible texture is not trivial. Our key observation is: Normal maps generally encode much more information of 3D surface details than RGB and depth images. Therefore, learning geometric details from normal maps is superior than other representations. In NormalGAN, an adversarial learning framework conditioned by normal maps is introduced, which is used to not only improve the front-view depth denoising performance, but also infer the back-view depth image with surprisingly geometric details. Moreover, for texture recovery, we remove shading information from the front-view RGB image based on the refined normal map, which further improves the quality of the back-view color inference. Results and experiments on both testing data set and real captured data demonstrate the superior performance of our approach. Given a consumer RGB-D sensor, NormalGAN can generate the complete and detailed 3D human reconstruction results in 20 fps, which further enables convenient interactive experiences in telepresence, AR/VR and gaming scenarios.",0,Human
"This study investigates the interplay between human pose estimation and robustness. Through careful review of literature and experimentation, it shows how current methods for estimating human pose are vulnerable to adversarial attacks and identifies important factors contributing to this vulnerability. It also sets up a benchmark and metrics for assessing robust performance under attack; thus, providing a standard framework for future research. Results indicate that there is a pressing need for improved robustness and offer a basis for developing new algorithms which perform better in practical situations.",1,AI
"We develop here a computationally effective approach for producing high-quality $\mathcal{H}_\infty$-approximations to large scale linear dynamical systems having multiple inputs and multiple outputs (MIMO). We extend an approach for $\mathcal{H}_\infty$ model reduction introduced by Flagg, Beattie, and Gugercin for the single-input/single-output (SISO) setting, which combined ideas originating in interpolatory $\mathcal{H}_2$-optimal model reduction with complex Chebyshev approximation. Retaining this framework, our approach to the MIMO problem has its principal computational cost dominated by (sparse) linear solves, and so it can remain an effective strategy in many large-scale settings. We are able to avoid computationally demanding $\mathcal{H}_\infty$ norm calculations that are normally required to monitor progress within each optimization cycle through the use of ""data-driven"" rational approximations that are built upon previously computed function samples. Numerical examples are included that illustrate our approach. We produce high fidelity reduced models having consistently better $\mathcal{H}_\infty$ performance than models produced via balanced truncation; these models often are as good as (and occasionally better than) models produced using optimal Hankel norm approximation as well. In all cases considered, the method described here produces reduced models at far lower cost than is possible with either balanced truncation or optimal Hankel norm approximation.",0,Human
"With the explosive growth in the number of pictures taken by smartphones, organizing and searching pictures has become important tasks. To efficiently fulfill these tasks, the key enabler is annotating images with proper keywords, with which keyword-based searching and organizing become available for images. Currently, smartphones usually synchronize photo albums with cloud storage platforms, and have their images annotated with the help of cloud computing. However, the ""offloading-to-cloud"" solution may cause privacy breach, since photos from smart photos contain various sensitive information. For privacy protection, existing research made effort to support cloud-based image annotation on encrypted images by utilizing cryptographic primitives. Nevertheless, for each annotation, it requires the cloud to perform linear checking on the large-scale encrypted dataset with high computational cost. This paper proposes a cloud-assisted privacy-preserving image annotation with randomized kd-forest, namely CPAR. With CPAR, users are able to automatically assign keywords to their images by leveraging the power of cloud with privacy protected. CPAR proposes a novel privacy-preserving randomized kd-forest structure, which significantly improves the annotation performance compared with existing research. Thorough analysis is carried out to demonstrate the security of CPAR. Experimental evaluation on the well-known IAPR TC-12 dataset validates the efficiency and effectiveness of CPAR.",0,Human
"This paper introduces a new design of joint precoding at source and relay for multiple input multiple output (MIMO) systems using two way relaying. Precoding is performed to minimize mean squared error (MSE) and reduce interference among users. A new framework is presented for jointly designing precoding at source and relay; this new framework improves overall system performance. Problem formulation uses constrained optimization where objective is to minimize MSE while meeting power constraints and SNR requirements. An iterative algorithm is introduced that alternates precoding design for source and relay and converges to near optimal solutions with low computational burden. Results show this design performs better than leading approaches in MSE, user interference and system performance overall. Proposed method using MSE criterion shows promise for MIMO systems and can provide high quality service and less interference. Results might also be applied to future communication standards like 5G and beyond.",1,AI
"This research introduces a new way of training deep neural nets called Viser (Visual Self regularization). Viser includes an extra branch in the network which learns to reconstruct images. This reconstruction branch functions as a regularizer that discourages deviations from the input image and thereby forces the model to learn robust features. Results on different benchmarks show that Viser boosts performance of deep networks. Furthermore, this paper also analyzes learned features and shows that Viser leads to learning features that are significant and discriminative.",1,AI
"Adversarial examples are often cited by neuroscientists and machine learning researchers as an example of how computational models diverge from biological sensory systems. Recent work has proposed adding biologically-inspired components to visual neural networks as a way to improve their adversarial robustness. One surprisingly effective component for reducing adversarial vulnerability is response stochasticity, like that exhibited by biological neurons. Here, using recently developed geometrical techniques from computational neuroscience, we investigate how adversarial perturbations influence the internal representations of standard, adversarially trained, and biologically-inspired stochastic networks. We find distinct geometric signatures for each type of network, revealing different mechanisms for achieving robust representations. Next, we generalize these results to the auditory domain, showing that neural stochasticity also makes auditory models more robust to adversarial perturbations. Geometric analysis of the stochastic networks reveals overlap between representations of clean and adversarially perturbed stimuli, and quantitatively demonstrates that competing geometric effects of stochasticity mediate a tradeoff between adversarial and clean performance. Our results shed light on the strategies of robust perception utilized by adversarially trained and stochastic networks, and help explain how stochasticity may be beneficial to machine and biological computation.",0,Human
This paper analyzes and calibrates univariate signals for slip detection. Evaluation of methods for slip detection using signals like normal force and friction force is at the core of this research. Results show that various factors affect accuracy such as noise level in signals and selection of thresholds for detection. Analysis leads to development of calibration techniques for improving reliability of slip detection in practical use. Proposed calibration method is validated experimentally and results show effectiveness in actual situations. Findings from this work could guide design and development of wearable devices for slip detection and prevention.,1,AI
"Regression analysis-based approaches have been widely studied for face recognition (FR) in the past several years. More recently, to better deal with some difficult conditions such as occlusions and illumination, nuclear norm based matrix regression methods have been proposed to characterize the low-rank structure of the error image, which generalize the one-dimensional, pixel-based error model to the two-dimensional structure. These methods, however, are inherently devised for grayscale image based FR and without exploiting the color information which is proved beneficial for FR of color face images. Benefiting from quaternion representation, which is capable of encoding the cross-channel correlation of color images, we propose a novel color FR method by formulating the color FR problem as a nuclear norm based quaternion matrix regression (NQMR). We further develop a more robust model called R-NQMR by using the logarithm of the nuclear norm, instead of the original nuclear norm, which adaptively assigns weights on different singular values, and then extend it to deal with the mixed noise. The proposed models, then, are solved using the effective alternating direction multiplier method (ADMM). Experiments on several public face databases demonstrate the superior performance and efficacy of the proposed approaches for color FR, especially for some difficult conditions (occlusion, illumination and mixed noise) over some state-of-the-art regression analysis-based approaches.",0,Human
"This paper describes development and evaluation of Odys, a high performance search engine that combines tightly integrated components from database management systems (DBMS) and database oriented information retrieval (DBIR). The aim is to overcome scalability and efficiency issues typical of standard search engines by using DBIR methods that blend together the features of both. Evaluation uses a large data set and compares Odys favorably against leading engines. Results show clear advantages in speed and retrieval quality compared to current engines. This research also shows promise for large scale applications through integration of closely related DB and IR elements.",1,AI
This paper investigates transmit beamforming strategies for exploiting interference using channels in Cognitive Radio Networks (CRNs). The paper focuses on designing and implementing an algorithm that uses game theory and optimization techniques to maximize performance. Results from simulations and experiments show that proposed algorithm improves performance of CRNs by increasing capacity and reliability. Results of this work are important for designing and deploying CRNs and show that transmit beamforming is a strong tool for enhancing performance.,1,AI
"This paper introduces a new approach to improve speech recognition for robots through mimicking localization of sound sources using binaural audition. Authors want to create an auditory system that sounds more human so robots can distinguish speech better in noisy places. Using two microphones like ears, the system locates sounds and isolates targeted speech from other noises. Results show significant improvement in speech recognition compared to previous methods. Authors conclude that this new method could be a major advance and may help develop more sophisticated and human-like robots.",1,AI
"Non-orthogonal multiple access (NOMA) has shown potential for scalable multicast of video data. However, one key drawback for NOMA-based video multicast is the limited number of layers allowed by the embedded successive interference cancellation algorithm, failing to meet satisfaction of heterogeneous receivers. We propose a novel receiver-driven superposed video multicast (Supcast) scheme by integrating Softcast, an analog-like transmission scheme, into the NOMA-based system to achieve high bandwidth efficiency as well as gradual decoding quality proportional to channel conditions at receivers. Although Softcast allows gradual performance by directly transmitting power-scaled transformation coefficients of frames, it suffers performance degradation due to discarding coefficients under insufficient bandwidth and its power allocation strategy cannot be directly applied in NOMA due to interference. In Supcast, coefficients are grouped into chunks, which are basic units for power allocation and superposition scheduling. By bisecting chunks into base-layer chunks and enhanced-layer chunks, the joint power allocation and chunk scheduling is formulated as a distortion minimization problem. A two-stage power allocation strategy and a near-optimal low-complexity algorithm for chunk scheduling based on the matching theory are proposed. Simulation results have shown the advantage of Supcast against Softcast as well as the reference scheme in NOMA under various practical scenarios.",0,Human
"Accurately modeling human decision-making in security is critical to thinking about when, why, and how to recommend that users adopt certain secure behaviors. In this work, we conduct behavioral economics experiments to model the rationality of end-user security decision-making in a realistic online experimental system simulating a bank account. We ask participants to make a financially impactful security choice, in the face of transparent risks of account compromise and benefits offered by an optional security behavior (two-factor authentication). We measure the cost and utility of adopting the security behavior via measurements of time spent executing the behavior and estimates of the participant's wage. We find that more than 50% of our participants made rational (e.g., utility optimal) decisions, and we find that participants are more likely to behave rationally in the face of higher risk. Additionally, we find that users' decisions can be modeled well as a function of past behavior (anchoring effects), knowledge of costs, and to a lesser extent, users' awareness of risks and context (R2=0.61). We also find evidence of endowment effects, as seen in other areas of economic and psychological decision-science literature, in our digital-security setting. Finally, using our data, we show theoretically that a ""one-size-fits""-all emphasis on security can lead to market losses, but that adoption by a subset of users with higher risks or lower costs can lead to market gains.",0,Human
"This paper studies how federated learning can preserve global knowledge while keeping users' private data safe. Traditional federated learning trains local models using users' data and aggregates them to produce a global model. But sharing user data risks privacy and makes them vulnerable to attacks. Therefore, this paper introduces a new method called ""not true self knowledge distillation"" that avoids these issues. In this method, local models are trained using distorted versions of data instead of raw user data. These models share core features but hide identities. Distillation of local models into global models prevents revealing individual data, thus preserving privacy. Experimental results show this method performs similarly to traditional federated learning and also protects privacy. Contributions of this work include reducing privacy concerns in federated learning and promoting preservation of global knowledge without sacrificing privacy of individuals. This method could apply broadly including healthcare, finance, and transportation where privacy matters greatly.",1,AI
"This paper examines mapping equivalence for symbolic sequences and both theoretical underpinnings and practical applications are explored. We start by defining mapping equivalence as an important equivalence relation for symbolic sequences. Properties of mapping equivalence are further discussed such as its relationship to other equivalence relations and use in classifying sequences. Applications are considered for different fields including biology, computer science and linguistics; we show how this equivalence can be applied to tasks like pattern recognition and clustering. Finally we consider current open questions and future research avenues related to equivalence mappings.",1,AI
"Wide Area Monitoring Systems (WAMS) utilizing synchrophasor measurements is considered one of the essential parts in smart grids that enable system operators to monitor, operate, and control power systems in wide geographical area. On the other hand, high-speed, reliable and scalable data communication infrastructure is crucial in both construction and operation of WAMS. Universal mobile Telecommunication System (UMTS), the 3G standard for mobile communication networks, was developed to provide high speed data transmission with reliable service performance for mobile users. Therefore, UMTS is considered a promising solution for providing a communication infrastructure for WAMS. 3G based EWAMS (Egyptian wide area Monitoring System) is designed and implemented in Egypt through deployment a number of frequency disturbance recorders (FDRs) devices on a live 220kV/500kV Egyptian grid in cooperation with the Egyptian Electricity Transmission Company (EETC). The developed EWAMS can gather information from 11 FDRs devices which are geographically dispersed throughout the boundary of the Egyptian power grid and to a remote data management center located at Helwan University. The communication performance for the developed EWAMS in terms of communication time delay, throughput, and percentage of wasted bandwidth are studied in this paper. The results showed that the system can achieve successfully the communication requirements needed by various wide area monitoring applications.",0,Human
"This paper introduces DialogueBERT, a new model based on self supervised learning that is specialized for processing dialogues and understanding natural language in conversational AI systems. It details both the architecture and method of training this model using large corpus of dialogue data. Performance evaluations are conducted on different downstream tasks including sentiment analysis, intent classification, and QA; results indicate that this model generally performs better compared to other pretrained models. Fine tuning for specific tasks further improves performance. An investigation into component contributions to performance concludes that important elements include the attention mechanism and the MLM objective. In summary, this paper demonstrates that DialogueBERT is a powerful and flexible model for dialogue AI applications and that leveraging self supervised learning results in improved understanding of dialogue in conversational systems.",1,AI
"This research looks at improving the accuracy of segmentation of images captured by UAVs (unmanned aerial vehicles) using a new deep learning framework named uvid net. Recently, UAVs are being widely used for diverse tasks like mapping, surveillance and environmental monitoring. But processing large amounts of data collected by UAVs is hard; especially for segmentation into meaningful classes. Using a novel framework, uvid net exploits temporal information within videos to overcome this obstacle. It uses 3D convolutional neural networks to extract spatial and temporal features from video frames, followed by feature pyramid networks to generate multiscale feature maps. Then a decoder network generates final segmentation maps. Results show that uvid net performs better than leading methods based on accuracy, especially distinguishing hard to discern objects such as cars and buildings. Overall, results indicate that uvid net holds promise for segmentation of videos captured by UAVs. Incorporating temporal information via 3D CNNs greatly improves segmentation accuracy and is important for tasks such as urban planning, disaster response and precision farming.",1,AI
"Kernel machines often yield superior predictive performance on various tasks; however, they suffer from severe computational challenges. In this paper, we show how to overcome the important challenge of speeding up kernel machines. In particular, we develop a parallel block minimization framework for solving kernel machines, including kernel SVM and kernel logistic regression. Our framework proceeds by dividing the problem into smaller subproblems by forming a block-diagonal approximation of the Hessian matrix. The subproblems are then solved approximately in parallel. After that, a communication efficient line search procedure is developed to ensure sufficient reduction of the objective function value at each iteration. We prove global linear convergence rate of the proposed method with a wide class of subproblem solvers, and our analysis covers strongly convex and some non-strongly convex functions. We apply our algorithm to solve large-scale kernel SVM problems on distributed systems, and show a significant improvement over existing parallel solvers. As an example, on the covtype dataset with half-a-million samples, our algorithm can obtain an approximate solution with 96% accuracy in 20 seconds using 32 machines, while all the other parallel kernel SVM solvers require more than 2000 seconds to achieve a solution with 95% accuracy. Moreover, our algorithm can scale to very large data sets, such as the kdd algebra dataset with 8 million samples and 20 million features.",0,Human
