text,label,source
"Explanatory machine learning involves using algorithms to comprehend and explain the outcomes predicted by machine learning models. These algorithms offer substantial value in terms of offering detailed insights into model decision-making processes. However, improper usage could lead to adverse effects. This piece delves into both the positive and negative impacts of explanatory machine learning, particularly focusing on the ethical dimensions associated with its application. From a beneficial standpoint, explanatory machine learning enhances transparency and responsibility in decision-making. By delivering straightforward explanations about how models reach their conclusions, it enables stakeholders to grasp and rely on the decisions made by these models, thereby improving effectiveness and efficiency. Nevertheless, several concerns need addressing. If trained on biased data, explanatory machine learning might perpetuate existing biases and exacerbate discriminatory practices. Furthermore, the explanations generated by these algorithms can be deceptive, potentially causing incorrect decisions due to incomplete or inaccurate information. Given the profound ethical considerations involved, it's crucial for practitioners to weigh these factors carefully when developing and implementing these algorithms. Ultimately, this paper urges for continued research and discourse to harness the advantages of explanatory machine learning while mitigating its possible downsides.",1,AI
"This study looks at how bisimulation and modal logics are used as proof search specifications for bisimulation and modal logics in the π-calculus, a formal system used to model the dynamic behavior of distributed systems. The paper delves into the use of these logical frameworks to ensure the correctness of π-calculus models. It provides a thorough examination of the proof search algorithms and how they're applied within the π-calculus framework. The research shows that employing bisimulation and modal logics as proof search specifications significantly enhances the verification process of π-calculus models. These findings could be crucial for improving the development and deployment of verification tools designed for managing distributed systems.",1,AI
"We consider Bayesian optimization of the output of a network of functions, where each function takes as input the output of its parent nodes, and where the network takes significant time to evaluate. Such problems arise, for example, in reinforcement learning, engineering design, and manufacturing. While the standard Bayesian optimization approach observes only the final output, our approach delivers greater query efficiency by leveraging information that the former ignores: intermediate output within the network. This is achieved by modeling the nodes of the network using Gaussian processes and choosing the points to evaluate using, as our acquisition function, the expected improvement computed with respect to the implied posterior on the objective. Although the non-Gaussian nature of this posterior prevents computing our acquisition function in closed form, we show that it can be efficiently maximized via sample average approximation. In addition, we prove that our method is asymptotically consistent, meaning that it finds a globally optimal solution as the number of evaluations grows to infinity, thus generalizing previously known convergence results for the expected improvement. Notably, this holds even though our method might not evaluate the domain densely, instead leveraging problem structure to leave regions unexplored. Finally, we show that our approach dramatically outperforms standard Bayesian optimization methods in several synthetic and real-world problems.",0,Human
"This paper presents a comprehensive survey of existing authentication and privacy-preserving schemes for 4G and 5G cellular networks. We start by providing an overview of existing surveys that deal with 4G and 5G communications, applications, standardization, and security. Then, we give a classification of threat models in 4G and 5G cellular networks in four categories, including, attacks against privacy, attacks against integrity, attacks against availability, and attacks against authentication. We also provide a classification of countermeasures into three types of categories, including, cryptography methods, humans factors, and intrusion detection methods. The countermeasures and informal and formal security analysis techniques used by the authentication and privacy preserving schemes are summarized in form of tables. Based on the categorization of the authentication and privacy models, we classify these schemes in seven types, including, handover authentication with privacy, mutual authentication with privacy, RFID authentication with privacy, deniable authentication with privacy, authentication with mutual anonymity, authentication and key agreement with privacy, and three-factor authentication with privacy. In addition, we provide a taxonomy and comparison of authentication and privacy-preserving schemes for 4G and 5G cellular networks in form of tables. Based on the current survey, several recommendations for further research are discussed at the end of this paper.",0,Human
"This study examines how the distribution of cryptocurrency holdings among users aligns with or contrasts with principles of egalitarianism through a quantitative analysis. We looked at transaction data from popular cryptocurrencies like Bitcoin, Ethereum, and Litecoin. To measure wealth inequality, we calculated a Gini coefficient for each. Additionally, we examined how much wealth is concentrated among the wealthiest segments of users and evaluated how different aspects, such as mining and trading activity, influence the level of egalitarianism within these ecosystems. Our results indicate that although cryptocurrencies are often seen as decentralized and democratic, they often exhibit significant wealth disparities. However, we highlight some ways to potentially enhance equality, such as addressing wealth concentration and encouraging fair mining practices. In summary, our work illuminates how closely cryptocurrencies adhere to egalitarian ideals and offers guidance on fostering a more equitable wealth distribution in this growing financial landscape.",1,AI
"This research introduces precise limits for randomized load balancing across various network configurations. Load balancing is crucial in distributed computing, and random methods have become popular for tackling this challenge. Yet, past studies offered less precise estimates for how well these random algorithms perform under diverse network setups. To bridge this knowledge gap, we've developed a fresh analytical approach that allows us to establish tight limits on the average highest workload any single component might handle. This approach leverages an innovative application of the well-known balls-and-bins model, enabling us to gauge the likelihood of any particular bin holding too many items. By applying this finding, we derive tight limits on the average highest workload, applicable regardless of the network's structure. Additionally, we validate our method through experiments showing its ability to accurately forecast the behavior of random load balancing in different network topologies, including actual internet networks. These findings shed light on the performance of random load balancing strategies across various network types, providing valuable guidance for designing and analyzing distributed systems that require load balancing.",1,AI
"Cyclus archetypes play a crucial role in nuclear fuel cycle analysis. This paper offers an extensive look at the various cyclus archetypes that have been suggested and utilized in numerous studies. It starts by defining cyclus archetypes and highlighting their significance within this field. Next, it gives a detailed overview of the different archetypes, such as the once-through, closed, and open types. The paper also examines the advantages and disadvantages of each archetype, along with the constraints and underlying assumptions that need to be taken into account when applying them. Finally, the paper reflects on the implications of these findings for the future of nuclear fuel cycle analysis and the advancement of sustainable nuclear energy systems.",1,AI
"This study introduces an improved method for a quantum sealed-bid auction that includes a multiparty circular quantum key agreement. The new approach aims to overcome the security flaws found in conventional sealed-bid auctions, which can be exploited through techniques like bid tampering and data leaks. Quantum cryptography is leveraged to bolster the security of the auction process. The multiparty circular quantum key agreement helps safeguard the integrity of the auction by guaranteeing secure communication among all participants and maintaining the confidentiality of their bids. Simulation and experimental results show that the proposed method is effective and secure, presenting a viable option for running secure electronic auctions. These results underscore the significance of this research in enhancing the security of electronic auction systems.",1,AI
"Compile-time information flow analysis has been a promising technique for protecting confidentiality and integrity of private data. In the last couple of decades, a large number of information flow security tools in the form of run-time execution-monitors or static type systems have been developed for programming languages to analyze information flow security policies. However, existing flow analysis tools lack in precision and usability, which is the primary reason behind not being widely adopted in real application development. In this paper, we propose a compile-time information flow analysis for an imperative program based on a hybrid (mutable + immutable) labelling approach that enables a user to detect information flow-policy breaches and modify the program to overcome violations. We have developed an information flow security analyzer for a dialect of Python language, PyX, called Pifthon using the said approach. The flow-analyzer aids in identifying possible misuse of the information in sequential PyX programs corresponding to a given information flow policy (IFP). Pifthon has distinct advantages like reduced labelling overhead that ameliorates usability, covers a wide range of PyX programs that include termination-and progress-sensitive channels, in contrast to other approaches in the literature. The proposed flow analysis is proved to be sound under the classical non-interference property. Further, case study and experience in the usage of Pifthon are provided.",0,Human
"This study offers an extensive review of recent developments in subpath queries conducted on compressed graphs. It starts by highlighting the significance of graph compression and its utility across different fields. The investigation explores several compression techniques such as adjacency lists, matrices, and multi-level graph decompositions. The core of the study revolves around subpath query algorithms that function on these compressed structures, examining how these methods balance execution speed and memory usage. The analysis encompasses both precise and approximate algorithms, along with performance assessments using actual and simulated data sets. Ultimately, the research reflects on ongoing research challenges and suggests potential areas for future exploration in this area.",1,AI
"This research investigates how to address privacy disputes among multiple users on social media platforms. Given the large number of users and the extensive personal information they share, these platforms are increasingly vulnerable to privacy breaches. Therefore, there's a rising demand for strategies to manage these conflicts effectively. The study introduces a privacy conflict resolution model that takes into account the privacy settings of all parties involved in a dispute. This model integrates concepts from game theory, computational social choice, and privacy-enhancing technologies to find a balanced outcome that satisfies everyone. Additionally, the research includes a set of experiments to test the proposed model and showcase its ability to handle privacy issues in a simulated social media environment. Ultimately, this work aids in creating more secure social media environments and offers valuable advice for those who design and regulate such platforms.",1,AI
"We study exploration in stochastic multi-armed bandits when we have access to a divisible resource that can be allocated in varying amounts to arm pulls. We focus in particular on the allocation of distributed computing resources, where we may obtain results faster by allocating more resources per pull, but might have reduced throughput due to nonlinear scaling. For example, in simulation-based scientific studies, an expensive simulation can be sped up by running it on multiple cores. This speed-up however, is partly offset by the communication among cores, which results in lower throughput than if fewer cores were allocated per trial to run more trials in parallel. In this paper, we explore these trade-offs in two settings. First, in a fixed confidence setting, we need to find the best arm with a given target success probability as quickly as possible. We propose an algorithm which trades off between information accumulation and throughput and show that the time taken can be upper bounded by the solution of a dynamic program whose inputs are the gaps between the sub-optimal and optimal arms. We also prove a matching hardness result. Second, we present an algorithm for a fixed deadline setting, where we are given a time deadline and need to maximize the probability of finding the best arm. We corroborate our theoretical insights with simulation experiments that show that the algorithms consistently match or outperform baseline algorithms on a variety of problem instances.",0,Human
"Vulnerable software represents a tremendous threat to modern information systems. Vulnerabilities in widespread applications may be used to spread malware, steal money and conduct target attacks. To address this problem, developers and researchers use different approaches of dynamic and static software analysis; one of these approaches is called fuzzing. Fuzzing is performed by generating and sending potentially malformed data to an application under test. Since first appearance in 1988, fuzzing has evolved a lot, but issues which addressed to effectiveness evaluation have not fully investigated until now. In our research, we propose a novel approach of fuzzing effectiveness evaluation, taking into account semantics of executed code along with a quantitative assessment. For this purpose, we use specific metrics of source code complexity assessment adapted to perform analysis of machine code. We conducted effectiveness evaluation of these metrics on 104 widespread applications with known vulnerabilities. As a result of these experiments, we were able to identify a set of metrics that are more suitable to find bugs. In addition, we conducted separate experiments on 7 applications without known vulnerabilities by using the set of metrics. The experimental results confirmed that proposed approach can be applied to increase performance of the fuzzing. Moreover, the tools helped detect two critical zero day (previously unknown) vulnerabilities in the wide-spread applications.",0,Human
"Distributed storage systems employ codes to provide resilience to failure of multiple storage disks. Specifically, an $(n, k)$ MDS code stores $k$ symbols in $n$ disks such that the overall system is tolerant to a failure of up to $n-k$ disks. However, access to at least $k$ disks is still required to repair a single erasure. To reduce repair bandwidth, array codes are used where the stored symbols or packets are vectors of length $\ell$. MDS array codes have the potential to repair a single erasure using a fraction $1/(n-k)$ of data stored in the remaining disks. We introduce new methods of analysis which capitalize on the translation of the storage system problem into a geometric problem on a set of operators and subspaces. In particular, we ask the following question: for a given $(n, k)$, what is the minimum vector-length or sub-packetization factor $\ell$ required to achieve this optimal fraction? For \emph{exact recovery} of systematic disks in an MDS code of low redundancy, i.e. $k/n > 1/2$, the best known explicit codes \cite{WTB12} have a sub-packetization factor $\ell$ which is exponential in $k$. It has been conjectured \cite{TWB12} that for a fixed number of parity nodes, it is in fact necessary for $\ell$ to be exponential in $k$. In this paper, we provide a new log-squared converse bound on $k$ for a given $\ell$, and prove that $k \le 2\log_2\ell\left(\log_{\delta}\ell+1\right)$, for an arbitrary number of parity nodes $r = n-k$, where $\delta = r/(r-1)$.",0,Human
"This study introduces a new deep learning framework for traffic prediction called CDGNet. CDGNet is designed to handle both spatial and temporal relationships within traffic data by leveraging a dynamic graph convolutional neural network for capturing regional connections and a recurrent neural network with a time-attention mechanism for recognizing temporal trends. To assess the effectiveness of CDGNet, it was tested against real-world traffic data using established benchmarks and compared against leading traffic prediction methods. The findings indicated that CDGNet significantly outperformed existing models in terms of both short-term and long-term accuracy in traffic forecasting. By adeptly integrating intricate spatial-temporal dynamics in traffic information, CDGNet produces reliable predictions efficiently. Ultimately, this research suggests an innovative method for traffic prediction that could be crucial for optimizing traffic management, urban planning, and smart transportation solutions. CDGNet holds potential to enhance transportation infrastructure, alleviate congestion, increase safety, and elevate living standards in cities.",1,AI
"The rapid growth of the Internet of Things (IoT) has led to billions of devices connecting to the internet. However, this expansion introduces significant security issues due to the limited resources and weak security features of many IoT gadgets. To tackle these problems, the OSCAR (Object Security Architecture for the IoT) was developed. This lightweight architecture utilizes object-oriented security strategies to safeguard IoT devices against diverse types of attacks. The OSCAR design includes three key elements: object modeling, object security, and object communication. Object modeling describes the structure and functions of IoT objects along with their security features. Object security aims to shield these objects and their characteristics from potential security threats. Lastly, object communication sets out the protocols and procedures for secure interactions between IoT objects. Performance evaluations based on various factors such as memory and processing costs, communication delays, and energy usage indicate that OSCAR offers solid security protection while requiring little extra resource consumption. It supports essential security measures like confidentiality, integrity, authentication, and access management. Compared to other IoT security frameworks, OSCAR emerges as a superior choice in terms of both security strength and efficiency. Moreover, OSCAR has been successfully tested on multiple IoT devices, including sensors, actuators, and gateways, showcasing its practical application and effectiveness. In summary, the OSCAR architecture represents an efficient and adaptable approach to securing IoT devices, applicable across different IoT systems and networks. By leveraging object-oriented security techniques, OSCAR ensures robust security without imposing substantial overhead demands.",1,AI
"This research introduces a multi-class classification model for detecting vulnerabilities in smart contracts employing an Attention-based Bi-directional Long Short-Term Memory (AWD-LSTM) network, complemented by a pre-trained encoder derived from natural language processing. The primary objective is to enhance the accuracy in identifying various types of vulnerabilities within smart contract code, a key aspect for safeguarding the security and dependability of decentralized applications. Utilizing a pre-trained encoder from natural language processing, the model extracts features from smart contract code, while the AWD-LSTM network performs the classification task. Experimental outcomes demonstrate that the proposed method surpasses current techniques and offers a viable solution for classifying vulnerabilities across multiple categories in smart contracts.",1,AI
"Recent advances in artificial intelligence (AI) and machine learning have created a general perception that AI could be used to solve complex problems, and in some situations over-hyped as a tool that can be so easily used. Unfortunately, the barrier to realization of mass adoption of AI on various business domains is too high because most domain experts have no background in AI. Developing AI applications involves multiple phases, namely data preparation, application modeling, and product deployment. The effort of AI research has been spent mostly on new AI models (in the model training stage) to improve the performance of benchmark tasks such as image recognition. Many other factors such as usability, efficiency and security of AI have not been well addressed, and therefore form a barrier to democratizing AI. Further, for many real world applications such as healthcare and autonomous driving, learning via huge amounts of possibility exploration is not feasible since humans are involved. In many complex applications such as healthcare, subject matter experts (e.g. Clinicians) are the ones who appreciate the importance of features that affect health, and their knowledge together with existing knowledge bases are critical to the end results. In this paper, we take a new perspective on developing AI solutions, and present a solution for making AI usable. We hope that this resolution will enable all subject matter experts (eg. Clinicians) to exploit AI like data scientists.",0,Human
This research examines how to automatically spot security-related conversations within microservice systems. It combines findings from both industry surveys and experimental tests to offer a thorough look at the present situation in this area. Industry experts were surveyed to understand their views on the significance and difficulties associated with securing microservices. The experiments delve into creating and assessing a machine learning model designed to automatically recognize these security discussions. The study's outcomes offer valuable information about the current security landscape in microservices and highlight the potential for further advancements through automated identification of security talks.,1,AI
"Several cybersecurity domains, such as ransomware detection, forensics and data analysis, require methods to reliably identify encrypted data fragments. Typically, current approaches employ statistics derived from byte-level distribution, such as entropy estimation, to identify encrypted fragments. However, modern content types use compression techniques which alter data distribution pushing it closer to the uniform distribution. The result is that current approaches exhibit unreliable encryption detection performance when compressed data appears in the dataset. Furthermore, proposed approaches are typically evaluated over few data types and fragment sizes, making it hard to assess their practical applicability. This paper compares existing statistical tests on a large, standardized dataset and shows that current approaches consistently fail to distinguish encrypted and compressed data on both small and large fragment sizes. We address these shortcomings and design EnCoD, a learning-based classifier which can reliably distinguish compressed and encrypted data. We evaluate EnCoD on a dataset of 16 different file types and fragment sizes ranging from 512B to 8KB. Our results highlight that EnCoD outperforms current approaches by a wide margin, with accuracy ranging from ~82 for 512B fragments up to ~92 for 8KB data fragments. Moreover, EnCoD can pinpoint the exact format of a given data fragment, rather than performing only binary classification like previous approaches.",0,Human
"In system identification, estimating parameters of a model using limited observations results in poor identifiability. To cope with this issue, we propose a new method to simultaneously select and estimate sensitive parameters as key model parameters and fix the remaining parameters to a set of typical values. Our method is formulated as a nonlinear least squares estimator with L1-regularization on the deviation of parameters from a set of typical values. First, we provide consistency and oracle properties of the proposed estimator as a theoretical foundation. Second, we provide a novel approach based on Levenberg-Marquardt optimization to numerically find the solution to the formulated problem. Third, to show the effectiveness, we present an application identifying a biomechanical parametric model of a head position tracking task for 10 human subjects from limited data. In a simulation study, the variances of estimated parameters are decreased by 96.1% as compared to that of the estimated parameters without L1-regularization. In an experimental study, our method improves the model interpretation by reducing the number of parameters to be estimated while maintaining variance accounted for (VAF) at above 82.5%. Moreover, the variances of estimated parameters are reduced by 71.1% as compared to that of the estimated parameters without L1-regularization. Our method is 54 times faster than the standard simplex-based optimization to solve the regularized nonlinear regression.",0,Human
"Conventional RGB-D salient object detection methods aim to leverage depth as complementary information to find the salient regions in both modalities. However, the salient object detection results heavily rely on the quality of captured depth data which sometimes are unavailable. In this work, we make the first attempt to solve the RGB-D salient object detection problem with a novel depth-awareness framework. This framework only relies on RGB data in the testing phase, utilizing captured depth data as supervision for representation learning. To construct our framework as well as achieving accurate salient detection results, we propose a Ubiquitous Target Awareness (UTA) network to solve three important challenges in RGB-D SOD task: 1) a depth awareness module to excavate depth information and to mine ambiguous regions via adaptive depth-error weights, 2) a spatial-aware cross-modal interaction and a channel-aware cross-level interaction, exploiting the low-level boundary cues and amplifying high-level salient channels, and 3) a gated multi-scale predictor module to perceive the object saliency in different contextual scales. Besides its high performance, our proposed UTA network is depth-free for inference and runs in real-time with 43 FPS. Experimental evidence demonstrates that our proposed network not only surpasses the state-of-the-art methods on five public RGB-D SOD benchmarks by a large margin, but also verifies its extensibility on five public RGB SOD benchmarks.",0,Human
"Properly designed precoders can significantly improve the spectral efficiency of multiple-input multiple-output (MIMO) relay systems. In this paper, we investigate joint source and relay precoding design based on the mean-square-error (MSE) criterion in MIMO two-way relay systems, where two multi-antenna source nodes exchange information via a multi-antenna amplify-and-forward relay node. This problem is non-convex and its optimal solution remains unsolved. Aiming to find an efficient way to solve the problem, we first decouple the primal problem into three tractable sub-problems, and then propose an iterative precoding design algorithm based on alternating optimization. The solution to each sub-problem is optimal and unique, thus the convergence of the iterative algorithm is guaranteed. Secondly, we propose a structured precoding design to lower the computational complexity. The proposed precoding structure is able to parallelize the channels in the multiple access (MAC) phase and broadcast (BC) phase. It thus reduces the precoding design to a simple power allocation problem. Lastly, for the special case where only a single data stream is transmitted from each source node, we present a source-antenna-selection (SAS) based precoding design algorithm. This algorithm selects only one antenna for transmission from each source and thus requires lower signalling overhead. Comprehensive simulation is conducted to evaluate the effectiveness of all the proposed precoding designs.",0,Human
"In the last decade, scenario-based serious-games have become a main tool for learning new skills and capabilities. An important factor in the development of such systems is the overhead in time, cost and human resources to manually create the content for these scenarios. We focus on how to create content for scenarios in medical, military, commerce and gaming applications where maintaining the integrity and coherence of the content is integral for the system's success. To do so, we present an automatic method for generating content about everyday activities through combining computer science techniques with the crowd. We use the crowd in three basic ways: to capture a database of scenarios of everyday activities, to generate a database of likely replacements for specific events within that scenario, and to evaluate the resulting scenarios. We found that the generated scenarios were rated as reliable and consistent by the crowd when compared to the scenarios that were originally captured. We also compared the generated scenarios to those created by traditional planning techniques. We found that both methods were equally effective in generated reliable and consistent scenarios, yet the main advantages of our approach is that the content we generate is more varied and much easier to create. We have begun integrating this approach within a scenario-based training application for novice investigators within the law enforcement departments to improve their questioning skills.",0,Human
"This study introduces an innovative technique for pinpointing release points within advection-diffusion models by integrating machine learning with the Green Function Inverse Method. The suggested strategy leverages supervised learning algorithms to predict unknown release sources based on measured concentrations in these systems. Following this, the Green Function Inverse Method is employed to ensure the reliability of the predicted sources and to determine any missing parameters. Experimental outcomes indicate that this novel method significantly enhances both precision and speed compared to conventional approaches, making it a valuable asset for accurately identifying release points in practical advection-diffusion scenarios.",1,AI
"This research examines random caching-based cooperative transmission in heterogeneous wireless networks. Researchers introduce an innovative technique aimed at enhancing wireless data transmission efficiency by leveraging random caching mechanisms at intermediary nodes within the network. This strategy merges the advantages of cooperative transmission and caching, thereby boosting overall network performance and lowering latency. Through comprehensive simulations and evaluations, the authors validate the efficacy of their proposed method. Their findings indicate that the integrated use of random caching and cooperative transmission leads to substantial improvements in network performance, particularly in terms of throughput and energy efficiency, when compared to conventional cooperative transmission strategies. Additionally, the study sheds light on how factors like the quantity of caches and cache size affect the performance of their method. These insights are crucial for refining future wireless network designs. In summary, this work offers a promising approach for enhancing wireless network performance by combining random caching and cooperative transmission. The outcomes of this research hold significant value for guiding the development of advanced wireless technologies.",1,AI
"This study introduces a new method for creating an energy-efficient artificial neuron utilizing superconducting nanowires. The neuron design includes a superconducting loop with a nanowire junction capable of adjusting its response to input signals. This junction acts as the neuron's activation function, and its minimal power usage is due to the use of superconductivity to remove resistance from the loop. We've created a comprehensive model of our proposed neuron and conducted thorough simulations to illustrate its performance features. Our findings indicate that the neuron can operate at high accuracy levels while requiring much less power compared to current designs. Additionally, we've devised a strategy for incorporating several neurons into a larger system and demonstrated that the proposed neuron design can be expanded to build an efficient neural network. In summary, this research offers a promising path for developing energy-saving artificial neural networks, which could be applied to various fields including machine learning, data analysis, and cognitive computing.",1,AI
"This paper presents a discrete-time option pricing model that is rooted in Reinforcement Learning (RL), and more specifically in the famous Q-Learning method of RL. We construct a risk-adjusted Markov Decision Process for a discrete-time version of the classical Black-Scholes-Merton (BSM) model, where the option price is an optimal Q-function, while the optimal hedge is a second argument of this optimal Q-function, so that both the price and hedge are parts of the same formula. Pricing is done by learning to dynamically optimize risk-adjusted returns for an option replicating portfolio, as in the Markowitz portfolio theory. Using Q-Learning and related methods, once created in a parametric setting, the model is able to go model-free and learn to price and hedge an option directly from data, and without an explicit model of the world. This suggests that RL may provide efficient data-driven and model-free methods for optimal pricing and hedging of options, once we depart from the academic continuous-time limit, and vice versa, option pricing methods developed in Mathematical Finance may be viewed as special cases of model-based Reinforcement Learning. Further, due to simplicity and tractability of our model which only needs basic linear algebra (plus Monte Carlo simulation, if we work with synthetic data), and its close relation to the original BSM model, we suggest that our model could be used for benchmarking of different RL algorithms for financial trading applications",0,Human
"We consider a decentralized networked control system (DNCS) consisting of a remote controller and a collection of linear plants, each associated with a local controller. Each local controller directly observes the state of its co-located plant and can inform the remote controller of the plant's state through an unreliable uplink channel. The downlink channels from the remote controller to local controllers were assumed to be perfect. The objective of the local controllers and the remote controller is to cooperatively minimize the infinite horizon time average of expected quadratic cost. The finite horizon version of this problem was solved in our prior work [2]. The optimal strategies in the finite horizon case were shown to be characterized by coupled Riccati recursions. In this paper, we show that if the link failure probabilities are below certain critical thresholds, then the coupled Riccati recursions of the finite horizon solution reach a steady state and the corresponding decentralized strategies are optimal. Above these thresholds, we show that no strategy can achieve finite cost. We exploit a connection between our DNCS Riccati recursions and the coupled Riccati recursions of an auxiliary Markov jump linear system to obtain our results. Our main results in Theorems 1 and 2 explicitly identify the critical thresholds for the link failure probabilities and the optimal decentralized control strategies when all link failure probabilities are below their thresholds.",0,Human
"We explore the value of weak labels in learning transferable representations for medical images. Compared to hand-labeled datasets, weak or inexact labels can be acquired in large quantities at significantly lower cost and can provide useful training signals for data-hungry models such as deep neural networks. We consider weak labels in the form of pseudo-labels and propose a semi-weakly supervised contrastive learning (SWCL) framework for representation learning using semi-weakly annotated images. Specifically, we train a semi-supervised model to propagate labels from a small dataset consisting of diverse image-level annotations to a large unlabeled dataset. Using the propagated labels, we generate a patch-level dataset for pretraining and formulate a multi-label contrastive learning objective to capture position-specific features encoded in each patch. We empirically validate the transfer learning performance of SWCL on seven public retinal fundus datasets, covering three disease classification tasks and two anatomical structure segmentation tasks. Our experiment results suggest that, under very low data regime, large-scale ImageNet pretraining on improved architecture remains a very strong baseline, and recently proposed self-supervised methods falter in segmentation tasks, possibly due to the strong invariant constraint imposed. Our method surpasses all prior self-supervised methods and standard cross-entropy training, while closing the gaps with ImageNet pretraining.",0,Human
"The analysis of the structure of musical pieces is a task that remains a challenge for Artificial Intelligence, especially in the field of Deep Learning. It requires prior identification of structural boundaries of the music pieces. This structural boundary analysis has recently been studied with unsupervised methods and \textit{end-to-end} techniques such as Convolutional Neural Networks (CNN) using Mel-Scaled Log-magnitude Spectograms features (MLS), Self-Similarity Matrices (SSM) or Self-Similarity Lag Matrices (SSLM) as inputs and trained with human annotations. Several studies have been published divided into unsupervised and \textit{end-to-end} methods in which pre-processing is done in different ways, using different distance metrics and audio characteristics, so a generalized pre-processing method to compute model inputs is missing. The objective of this work is to establish a general method of pre-processing these inputs by comparing the inputs calculated from different pooling strategies, distance metrics and audio characteristics, also taking into account the computing time to obtain them. We also establish the most effective combination of inputs to be delivered to the CNN in order to establish the most efficient way to extract the limits of the structure of the music pieces. With an adequate combination of input matrices and pooling strategies we obtain a measurement accuracy $F_1$ of 0.411 that outperforms the current one obtained under the same conditions.",0,Human
"A common writing style for statistical results are the recommendations of the American Psychology Association, known as APA-style. However, in practice, writing styles vary as reports are not 100% following APA-style or parameters are not reported despite being mandatory. In addition, the statistics are not reported in isolation but in context of experimental conditions investigated and the general topic. We address these challenges by proposing a flexible pipeline STEREO based on active wrapper induction and unsupervised aspect extraction. We applied our pipeline to the over 100,000 documents in the CORD-19 dataset. It required only 0.25% of the corpus (about 500 documents) to learn statistics extraction rules that cover 95% of the sentences in CORD-19. The statistic extraction has nearly 100% precision on APA-conform and 95% precision on non-APA writing styles. In total, we were able to extract 113k reported statistics, of which only <1% is APA conform. We could extract in 46% the correct conditions from APA-conform reports (30% for non-APA). The best model for topic extraction achieves a precision of 75% on statistics reported in APA style (73% for non-APA conform). We conclude that STEREO is a good foundation for automatic statistic extraction and future developments for scientific paper analysis. Particularly the extraction of non-APA conform reports is important and allows applications such as giving feedback to authors about what is missing and could be changed.",0,Human
"This paper introduces a parallel version of the Ensemble Kalman Filter (EnKF), utilizing a revised Cholesky decomposition technique. The EnKF is a widely recognized method for estimating states in complex systems through Monte Carlo simulations. However, its execution can be quite resource-intensive, particularly for extensive datasets. To tackle this challenge, we've developed a parallelized version of the EnKF that takes advantage of the Cholesky decomposition method, which splits computations across multiple processors. The modified Cholesky decomposition breaks down matrices into simpler components, making the computation of square roots more efficient. By employing this strategy, our parallelized EnKF successfully reduces processing times without compromising precision. The effectiveness of our parallel approach was tested through computational experiments, demonstrating notable improvements over a sequential implementation of the EnKF. Our research holds significant potential for various fields such as weather prediction, climate modeling, and seismic analysis, where real-time processing of voluminous data relies on the EnKF.",1,AI
"This study delves into fair division issues constrained by heterogeneous matroids, prevalent in allocation scenarios where resources vary in their attributes and importance. We introduce a novel algorithmic strategy that ensures both equity and efficiency through leveraging matroid structures and the EF1 principle. Our methodology builds upon and expands upon previous research on matroid intersections and partitions, making it adaptable to multi-agent environments and non-transferable goods. The algorithmic performance is rigorously analyzed, confirming its ability to yield near-optimal solutions in terms of social welfare and EF1 fairness. Empirical evidence from both simulated and actual data showcases the algorithm's efficacy, surpassing current leading techniques in both quantitative and qualitative measures according to both automated criteria and human feedback. In summary, our contribution enriches the field of fair allocation systems and offers a valuable solution for tackling intricate real-world resource distribution challenges.",1,AI
"Visual exploration of high-dimensional real-valued datasets is a fundamental task in exploratory data analysis (EDA). Existing methods use predefined criteria to choose the representation of data. There is a lack of methods that (i) elicit from the user what she has learned from the data and (ii) show patterns that she does not know yet. We construct a theoretical model where identified patterns can be input as knowledge to the system. The knowledge syntax here is intuitive, such as ""this set of points forms a cluster"", and requires no knowledge of maths. This background knowledge is used to find a Maximum Entropy distribution of the data, after which the system provides the user data projections in which the data and the Maximum Entropy distribution differ the most, hence showing the user aspects of the data that are maximally informative given the user's current knowledge. We provide an open source EDA system with tailored interactive visualizations to demonstrate these concepts. We study the performance of the system and present use cases on both synthetic and real data. We find that the model and the prototype system allow the user to learn information efficiently from various data sources and the system works sufficiently fast in practice. We conclude that the information theoretic approach to exploratory data analysis where patterns observed by a user are formalized as constraints provides a principled, intuitive, and efficient basis for constructing an EDA system.",0,Human
